"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","Atende parcialmente",0,0,0,579,0,579,73,525,6300,NA,NA,NA,600,600,NA,NA,4579,4231,1587775.8,579,2,600,NA
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,288,0,288,0,NA,NA,NA,NA,NA,288,288,NA,NA,1078,1055,69172,288,2,288,NA
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos","Atende parcialmente",10,263,7688,564,49,564,43,723,223,NA,NA,NA,600,600,NA,NA,1466,1360,290469.8,564,41,600,NA
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,494,0,494,39,NA,NA,NA,NA,NA,552,552,NA,NA,768,764,24769,494,1,552,NA
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos","Atende parcialmente",0,0,0,20,0,20,5,NA,NA,NA,NA,NA,120,120,NA,NA,67,67,4188,20,0,120,NA
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos","Atende parcialmente",0,0,0,48,0,48,24,NA,NA,NA,NA,NA,120,120,NA,NA,580,550,59270,48,1,120,NA
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",6,218,803,120,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,116,16,683,120,0,120,NA
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos","Atende parcialmente",2,16,4012,161,0,159,40,NA,NA,NA,NA,NA,240,240,NA,NA,160,152,26411,161,5,240,NA
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos","Atende parcialmente",0,0,0,255,3,255,55,NA,NA,NA,NA,NA,288,288,NA,NA,364,360,18938,255,9,288,NA
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,33,3,33,8,NA,NA,NA,NA,NA,144,144,NA,NA,1,0,0,33,0,144,NA
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",6,72,3032,473,0,473,0,NA,NA,NA,NA,NA,444,444,NA,NA,207,207,15110,473,0,444,NA
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","",0,0,0,2,1,1,1,0,0,0,NA,NA,1,2,0,0,80,80,120,1,1,1,NA
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos","Atende parcialmente",0,0,0,2035,2,2035,210,4057,47,NA,NA,NA,2112,2112,NA,NA,7544,5407,619777,2035,8,2112,NA
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos","Atende parcialmente",0,0,0,110,0,110,11,NA,NA,NA,NA,NA,120,120,NA,NA,26,0,0,110,31,120,NA
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos","Atende parcialmente",0,0,0,168,0,168,0,20,12,NA,NA,NA,168,168,NA,NA,315,305,6401,168,0,168,NA
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos","Atende parcialmente",0,0,0,187,0,185,1,NA,NA,NA,NA,NA,264,264,NA,NA,411,357,74582,187,2,264,NA
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,444,0,444,31,NA,NA,NA,NA,NA,456,456,NA,NA,161,152,35124,444,2,456,NA
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,103,0,103,1,NA,NA,NA,NA,NA,120,120,NA,NA,143,129,22166,103,0,120,NA
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,455,0,455,241,NA,NA,NA,NA,NA,504,504,NA,NA,567,555,19469,455,6,504,NA
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos","Atende parcialmente",0,0,0,432,0,432,0,NA,NA,NA,NA,NA,432,432,NA,NA,7951,6871,1249450,432,15,432,NA
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos","Atende parcialmente",0,0,0,364,0,364,18,146,1574,NA,NA,NA,360,360,NA,NA,709,581,11156,364,0,360,NA
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",22,144,4327,400,0,400,1,NA,NA,NA,NA,NA,384,384,NA,NA,416,311,94796,400,0,384,NA
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",9,268,2218,407,0,408,0,NA,NA,NA,NA,NA,360,360,NA,NA,589,588,80226,408,0,360,NA
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos","Atende parcialmente",5,188,6699,528,0,528,0,NA,NA,NA,NA,NA,528,528,NA,NA,702,203,8491,528,0,528,NA
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",1,7,1736,120,0,120,11,NA,NA,NA,NA,NA,120,120,NA,NA,151,129,45374.4,120,27,120,NA
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","Atende parcialmente",0,0,0,1153,3,1153,40,744,28118,NA,NA,NA,1152,1152,NA,NA,9662,9045,1800460,1153,11,1152,NA
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","Atende parcialmente",10,197,892,237,0,237,1,6,670,NA,NA,NA,240,240,NA,NA,79,68,7799,237,0,240,NA
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","Atende parcialmente",3,40,31337,606,0,605,10,2,0,NA,NA,NA,948,948,NA,NA,3140,2884,596473.6,606,2,948,NA
260650,"Iati","PE",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos","Atende parcialmente",0,0,0,288,0,288,0,NA,NA,NA,NA,NA,288,288,NA,NA,641,636,20242,288,4,288,NA
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos","Atende parcialmente",0,0,0,103,0,103,20,NA,NA,NA,NA,NA,120,120,NA,NA,251,244,11288,103,3,120,NA
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos","Atende parcialmente",0,0,0,264,0,264,9,0,0,NA,NA,NA,252,252,NA,NA,29,27,5631,264,0,252,NA
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto","",9,103,NA,120,0,120,0,NA,NA,NA,NA,NA,120,120,0,0,216,192,NA,120,0,120,NA
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,130,0,130,3,NA,NA,NA,NA,NA,120,120,NA,NA,6,6,1574.4,130,0,120,NA
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","Atende parcialmente",0,0,0,414,20,414,72,1,0,NA,NA,NA,480,480,NA,NA,219,194,142072.8,414,0,480,NA
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,132,0,132,0,NA,NA,NA,NA,NA,132,132,NA,NA,68,67,371,132,0,132,NA
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos","Atende parcialmente",0,0,0,408,0,408,0,NA,NA,NA,NA,NA,408,408,NA,NA,800,796,5835,408,3,408,NA
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,120,0,120,6,NA,NA,NA,NA,NA,120,120,NA,NA,0,0,0,120,4,120,NA
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos","Atende parcialmente",11,372,3362,120,0,120,0,NA,NA,NA,NA,NA,324,324,NA,NA,713,3,486,120,0,324,NA
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",3,97,6421,272,2,272,12,NA,NA,NA,NA,NA,192,192,NA,NA,3458,3157,207546,272,42,192,NA
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,11,11,197,0,0,0,NA
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,24,0,24,7,NA,NA,NA,NA,NA,120,120,NA,NA,46,45,23092,24,0,120,NA
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos","Atende parcialmente",0,0,0,261,4,261,39,NA,NA,NA,NA,NA,288,288,NA,NA,473,467,36471,261,2,288,NA
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos","Atende parcialmente",0,0,0,144,0,144,8,NA,NA,NA,NA,NA,144,144,NA,NA,44,41,8980.8,144,0,144,NA
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,258,2,258,118,NA,NA,NA,NA,NA,312,312,NA,NA,249,249,13198,258,5,312,NA
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos","Atende parcialmente",0,0,0,408,0,408,10,53,1810,NA,NA,NA,NA,NA,NA,NA,505,482,66184,408,0,NA,NA
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",2,44,11886,198,11,198,2,NA,NA,NA,NA,NA,216,216,NA,NA,2925,2748,622000.8,198,2,216,NA
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,120,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,144,141,4513,120,3,120,NA
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos","Atende parcialmente",0,0,0,350,0,350,2,NA,NA,NA,NA,NA,360,360,NA,NA,885,270,8546,350,0,360,NA
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos","Atende parcialmente",4,148,2354,91,0,91,15,NA,NA,NA,NA,NA,144,144,NA,NA,4788,4352,517793,91,3,144,NA
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",2,17,1529,120,0,120,30,NA,NA,NA,NA,NA,120,120,NA,NA,134,130,6345,120,0,120,NA
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos","Atende parcialmente",7,159,12250,822,4,822,216,NA,NA,NA,NA,NA,816,816,NA,NA,1745,1711,208027,822,4,816,NA
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos","Atende parcialmente",0,0,0,95,0,95,2,NA,NA,NA,NA,NA,120,120,NA,NA,160,157,7253,95,0,120,NA
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos","Atende parcialmente",0,0,0,316,0,316,72,130,2000,NA,NA,NA,360,360,NA,NA,1661,1653,NA,316,1,360,NA
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos","Atende parcialmente",0,0,0,115,0,115,71,NA,NA,NA,NA,NA,120,120,NA,NA,11,8,473,115,3,120,NA
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos","Atende parcialmente",3,81,3350,312,50,312,36,NA,NA,NA,NA,NA,348,348,NA,NA,202,198,11794,312,41,348,NA
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,273,0,273,0,NA,NA,NA,NA,NA,360,360,NA,NA,757,615,160184,273,0,360,NA
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,91,90,1541,0,0,0,NA
261090,"Pesqueira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP","Água; Res Sólidos","Atende parcialmente",3,45,12139,557,7,557,59,NA,NA,NA,NA,NA,600,600,NA,NA,983,694,179860.8,557,24,600,NA
261100,"Petrolândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP","Água; Res Sólidos","Atende parcialmente",2,32,7094,528,0,528,0,NA,NA,NA,NA,NA,528,528,NA,NA,637,0,0,528,0,528,NA
261110,"Petrolina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","Atende parcialmente",8,123,82747,1800,0,1800,52,15762,711667,NA,NA,NA,1800,1800,NA,NA,22267,19681,1294118,1800,0,1800,NA
261120,"Poção","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,2,0,0,0,0,0,NA
261153,"Quixaba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",5,174,1030,132,0,132,0,NA,NA,NA,NA,NA,120,120,NA,NA,73,73,5489,132,0,120,NA
261170,"Riacho das Almas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,404,0,404,1,NA,NA,NA,NA,NA,624,624,NA,NA,26,9,1000,404,9,624,NA
261200,"Sairé","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,114,0,110,19,NA,NA,NA,NA,NA,144,144,NA,NA,167,153,32505,114,0,144,NA
261210,"Salgadinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,100,0,100,9,NA,NA,NA,NA,NA,120,120,NA,NA,110,50,13464.8,100,0,120,NA
261220,"Salgueiro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS","Água e Esgoto; Res Sólidos","Atende parcialmente",25,530,18080,917,42,917,32,235,7175,NA,NA,NA,1008,1008,NA,NA,4099,4007,375716,917,35,1008,NA
261230,"Saloá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26123040] Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente - PMS","Água; Res Sólidos","Atende parcialmente",0,0,0,117,0,117,48,NA,NA,NA,NA,NA,120,120,NA,NA,46,39,3211,117,1,120,NA
261240,"Sanharó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,309,9,309,8,NA,NA,NA,NA,NA,336,336,NA,NA,232,210,39065,309,6,336,NA
261245,"Santa Cruz","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",18,773,2379,122,0,122,33,NA,NA,NA,NA,NA,120,120,NA,NA,145,143,19992,122,0,120,NA
261247,"Santa Cruz da Baixa Verde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV","Água; Res Sólidos","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,3,0,0,0,0,0,NA
261250,"Santa Cruz do Capibaribe","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,796,0,796,14,NA,NA,NA,NA,NA,792,792,NA,NA,10612,5436,3833360.8,796,12,792,NA
261255,"Santa Filomena","PE",2015,"[26125511] Prefeitura Municipal de Santa Filomena - PMSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PGCM","Esgoto; Água; Res Sólidos","Atende parcialmente",6,258,1035,123,0,123,29,NA,NA,NA,NA,NA,120,120,NA,NA,48,47,NA,123,0,120,NA
261260,"Santa Maria da Boa Vista","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,413,53,413,39,NA,NA,NA,NA,NA,456,456,NA,NA,716,702,81041,413,44,456,NA
261270,"Santa Maria do Cambucá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS","Água; Res Sólidos","Atende parcialmente",0,0,0,200,30,200,8,NA,NA,NA,NA,NA,240,240,NA,NA,142,123,14461,200,37,240,NA
261280,"Santa Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,145,0,145,0,NA,NA,NA,NA,NA,120,120,NA,NA,89,86,12398,145,0,120,NA
261300,"São Bento do Una","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",7,94,7051,481,24,481,19,NA,NA,NA,NA,NA,612,612,NA,NA,4513,4209,997999,481,19,612,NA
261310,"São Caitano","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC","Água; Res Sólidos","Atende parcialmente",0,0,0,461,14,461,46,NA,NA,NA,NA,NA,516,516,NA,NA,2182,1774,641082.4,461,2,516,NA
261320,"São João","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",1,8,3488,331,1,331,2,NA,NA,NA,NA,NA,336,336,NA,NA,888,846,180198.4,331,8,336,NA
261330,"São Joaquim do Monte","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM","Água; Res Sólidos","Atende parcialmente",0,0,0,360,0,361,68,NA,NA,NA,NA,NA,480,480,NA,NA,424,407,55908,360,4,480,NA
261350,"São José do Belmonte","PE",2015,"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","Atende parcialmente",1,30,4234,648,0,648,2,0,0,NA,NA,NA,648,648,NA,NA,658,526,21373,648,0,648,NA
261360,"São José do Egito","PE",2015,"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE","Esgoto; Água; Res Sólidos","Atende parcialmente",3,71,8235,452,0,452,0,2400,57600,NA,NA,NA,516,516,NA,NA,3162,3147,84726,452,1,516,NA
261390,"Serra Talhada","PE",2015,"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","Atende parcialmente",15,429,24468,961,1,960,3,NA,NA,NA,NA,NA,960,960,NA,NA,5017,1734,NA,960,0,960,NA
261400,"Serrita","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas","Água; Res Sólidos","Atende parcialmente",8,211,2688,280,0,280,6,NA,NA,NA,NA,NA,288,288,NA,NA,298,46,1822,280,0,288,NA
261410,"Sertânia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",10,442,6128,408,0,408,0,NA,NA,NA,NA,NA,408,408,NA,NA,4101,3833,878198,408,8,408,NA
261430,"Moreilândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",5,71,1476,118,0,119,0,NA,NA,NA,NA,NA,120,120,NA,NA,82,82,31,118,0,120,NA
261440,"Solidão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26144040] secretaria de obras e saneamento - so","Água; Res Sólidos","Atende parcialmente",0,0,0,125,0,125,0,NA,NA,NA,NA,NA,120,120,NA,NA,10,10,9702.4,125,0,120,NA
261450,"Surubim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,664,0,664,1,NA,NA,NA,NA,NA,720,720,NA,NA,3683,82,48911.2,664,11,720,NA
261460,"Tabira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",4,149,7561,625,0,625,0,NA,NA,NA,NA,NA,612,612,NA,NA,345,323,72171,625,0,612,NA
261470,"Tacaimbó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT","Água; Res Sólidos","Atende parcialmente",0,0,0,174,15,174,6,NA,NA,NA,NA,NA,180,180,NA,NA,71,56,8789,174,5,180,NA
261480,"Tacaratu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,360,0,360,0,NA,NA,NA,NA,NA,408,408,NA,NA,232,215,33833,360,0,408,NA
261500,"Taquaritinga do Norte","PE",2015,"[26150011] Prefeitura Municipal de Taquaritinga do Norte - PMTN; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26150040] Secretaria de Obras e Urbanismo - SEURB","Esgoto; Água; Res Sólidos","Atende parcialmente",0,0,0,44,0,44,0,NA,NA,NA,NA,NA,120,120,NA,NA,370,271,NA,44,0,120,NA
261510,"Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",1,42,1042,120,0,120,3,NA,NA,NA,NA,NA,120,120,NA,NA,136,131,20358,120,2,120,NA
261520,"Terra Nova","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",17,428,2603,304,0,304,4,NA,NA,NA,NA,NA,240,240,NA,NA,1139,1138,21894,304,0,240,NA
