"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano."
261280,"Santa Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261300,"São Bento do Una","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261310,"São Caitano","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC","Água; Res Sólidos",1.88,18683.53,3.05,6.69,NA,35.09,100,0,0,NA
261320,"São João","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261330,"São Joaquim do Monte","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM","Água; Res Sólidos",2.6,11545.82,1.2,3.01,NA,30.07,100,0,2.63,NA
261350,"São José do Belmonte","PE",2015,"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261360,"São José do Egito","PE",2015,"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE","Esgoto; Água; Res Sólidos",1.32,NA,1.05,NA,NA,NA,0,100,NA,NA
261390,"Serra Talhada","PE",2015,"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261400,"Serrita","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas","Água; Res Sólidos",5.61,29147.95,2.72,27.65,NA,163.55,100,0,0,NA
261410,"Sertânia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261430,"Moreilândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261440,"Solidão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26144040] secretaria de obras e saneamento - so","Água; Res Sólidos",8.44,17160,10,0,NA,144.81,100,0,18.75,NA
261450,"Surubim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261460,"Tabira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261470,"Tacaimbó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT","Água; Res Sólidos",1.39,15840,0.79,0,NA,22.07,100,0,10,NA
261480,"Tacaratu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261500,"Taquaritinga do Norte","PE",2015,"[26150011] Prefeitura Municipal de Taquaritinga do Norte - PMTN; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26150040] Secretaria de Obras e Urbanismo - SEURB","Esgoto; Água; Res Sólidos",1.71,24032.94,2.16,0,NA,41.06,100,0,NA,NA
261510,"Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261520,"Terra Nova","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261540,"Toritama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261560,"Trindade","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261570,"Triunfo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26157040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",4.34,NA,5.15,NA,NA,NA,0,100,NA,16.73
261580,"Tupanatinga","PE",2015,"[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261590,"Tuparetama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261600,"Venturosa","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Água; Res Sólidos",NA,NA,1.81,21.96,NA,50.87,NA,NA,NA,NA
261610,"Verdejante","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261618,"Vertente do Lério","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos",6.73,21066.39,2.53,7.04,0.28,141.7,100,0,8.33,0.39
261620,"Vertentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos",2.82,NA,7.32,NA,NA,NA,100,0,NA,NA
270010,"Água Branca","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27001040] Prefeitura Municipal de Água Branca - PMAB","Água; Res Sólidos",7.81,20233.33,1.57,93.88,NA,157.98,7.14,92.86,4.76,NA
270030,"Arapiraca","AL",2015,"[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270070,"Batalha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água e Esgoto; Res Sólidos",NA,NA,13.8,7.51,NA,13.26,NA,NA,NA,NA
270090,"Belo Monte","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270120,"Cacimbinhas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27012040] Prefeitura Municipal de Cacimbinhas - PMC","Água; Res Sólidos",8.9,NA,4.79,NA,NA,NA,100,0,3.92,NA
270160,"Canapi","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270180,"Carneiros","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270200,"Coité do Nóia","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270235,"Craíbas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270240,"Delmiro Gouveia","AL",2015,"[27024011] Prefeitura Municipal de Delmiro Gouveia - PMDG; [27043000] Companhia de Saneamento de Alagoas - CASAL; [27024040] prefeitura municipal de Delmiro Gouveia - pmdg","Esgoto; Água; Res Sólidos",3.72,NA,20,NA,NA,NA,100,0,NA,NA
270250,"Dois Riachos","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27025040] Prefeitura Municipal de Dois Riachos - PMDR","Água; Res Sólidos",5.34,NA,5.12,NA,NA,NA,100,0,7.14,NA
270255,"Estrela de Alagoas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270290,"Girau do Ponciano","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270310,"Igaci","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270330,"Inhapi","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27033040] PREFEITURA MUNICIPAL DE INHAPI - PMI","Água; Res Sólidos",11.33,24658.47,6.27,78.24,NA,279.49,29.11,70.89,6.33,NA
270340,"Jacaré dos Homens","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270370,"Jaramataia","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270410,"Lagoa da Canoa","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27041040] Prefeitura Municipal de Lagoa da    Canoa - PMLC","Água; Res Sólidos",6.84,15873.02,10,0,NA,108.55,100,0,7.94,NA
270440,"Major Isidoro","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27044040] PREFEITURA MUNICIPAL DE MAJOR IZIDORO - PMMI","Água; Res Sólidos",4.05,16311.6,1.48,15.33,NA,66.09,100,0,12.5,NA
270460,"Maravilha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27046040] SECRETARIA MUNICIPAL DE OBRAS. URBANISMO E LIMPEZA URBANA - SMOULU","Água; Res Sólidos",6.97,NA,10,NA,NA,NA,100,0,NA,NA
270500,"Mata Grande","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270530,"Minador do Negrão","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270540,"Monteirópolis","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270570,"Olho D ÁGUA das Flores","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270580,"Olho D ÁGUA do Casado","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270600,"Olivença","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270610,"Ouro Branco","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27061040] SECRETARIA DE OBRAS - SMOV","Água; Res Sólidos",3.02,NA,4.32,NA,NA,NA,100,0,NA,NA
270620,"Palestina","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27062040] Prefeitura Municipal de Palestina - PMP","Água; Res Sólidos",1.26,NA,NA,NA,NA,NA,0,100,NA,NA
270630,"Palmeira dos Índios","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27063040] SECRETARIA MUNICIPAL DE URBANIZAÇÃO - SEMUR","Água e Esgoto; Res Sólidos",NA,NA,6.09,NA,NA,NA,NA,NA,NA,NA
270640,"Pão de Açúcar","AL",2015,"[27064011] Serviço Autônomo de Água e Esgoto - SAAE; [27043000] Companhia de Saneamento de Alagoas - CASAL","Água; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270642,"Pariconha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27064240] Prefeitura Municipal de Pariconha - PMP","Água; Res Sólidos",10.73,16487.16,2.32,0,NA,176.97,100,0,NA,NA
270710,"Piranhas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270720,"Poço das Trincheiras","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270760,"Quebrangulo","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270800,"Santana do Ipanema","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27080040] Secretaria Municipal de Obras - SMO","Água e Esgoto; Res Sólidos",1.21,24285.71,1.37,17.65,NA,29.38,100,0,14.29,NA
270840,"São José da Tapera","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270895,"Senador Rui Palmeira","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27089540] Prefeitura Municipal de Senador Rui Palmeira - PMSRP","Água; Res Sólidos",5.47,17391.3,1.36,25,NA,95.12,100,0,8.7,NA
270920,"Traipu","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos",14.17,NA,3,NA,NA,NA,100,0,2.44,NA
280010,"Amparo de São Francisco","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280020,"Aquidabã","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280110,"Canhoba","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280120,"Canindé de São Francisco","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280140,"Carira","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280160,"Cedro de São João","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280190,"Cumbe","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280220,"Feira Nova","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280230,"Frei Paulo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28023040] Prefeitura Municipal de Frei Paulo - PMFP","Água; Res Sólidos",1.8,11875,9.5,36.84,NA,21.33,100,0,0,NA
280240,"Gararu","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28024040] Prefeitura Municipal de Gararu - PMG","Água; Res Sólidos",9.96,17207.81,2.88,0,NA,171.43,100,0,NA,NA
280260,"Gracho Cardoso","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28026040] Prefeitura Municipal de Gracho Cardoso - PMGC","Água; Res Sólidos",7.14,NA,3.55,NA,NA,NA,40,60,NA,NA
280310,"Itabi","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280370,"Macambira","SE",2015,"[28037011] Prefeitura Municipal de Macambira - PMM; [28003000] Companhia de Saneamento de Sergipe - DESO","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280420,"Monte Alegre de Sergipe","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28042040] Prefeitura Municipal de Monte Alegre de Sergipe - PMMAS","Água; Res Sólidos",2.28,NA,8.72,NA,NA,NA,40,60,NA,NA
280445,"Nossa Senhora Aparecida","SE",2015,"[28044511] Prefeitura Municipal de Nossa Senhora Aparecida - PMNSA; [28003000] Companhia de Saneamento de Sergipe - DESO; [28044540] Prefeitura Municipal de Nossa Senhora Aparecida - PMNSA","Esgoto; Água; Res Sólidos",7.81,18857.14,3.3,98.98,NA,147.24,0,100,3.57,NA
280450,"Nossa Senhora da Glória","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280460,"Nossa Senhora das Dores","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28046040] Prefeitura Municipal de Nossa Senhora Das Dores - PMNSD","Água; Res Sólidos",7.48,8659.06,3.17,6.5,NA,64.78,99.22,0.78,0.78,NA
280470,"Nossa Senhora de Lourdes","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280500,"Pedra Mole","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280520,"Pinhão","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280540,"Poço Redondo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28054040] PREFEITURA MUNICIPAL DE POÇO REDONDO - PMPRE","Água; Res Sólidos",8.14,23619.93,3.32,59.32,NA,192.34,69.74,30.26,6.58,NA
280550,"Poço Verde","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28055040] PREFEITURAS MUNICIPAL DE POÇO VERDE - PMPV","Água; Res Sólidos",4.12,NA,0.82,NA,NA,NA,88.89,11.11,0,NA
280560,"Porto da Folha","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280570,"Propriá","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280600,"Ribeirópolis","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280700,"São Miguel do Aleixo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280710,"Simão Dias","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28071040] Secretaria Municipal de Obras. Transporte e Serviços Públicos - SMOTSP","Água e Esgoto; Res Sólidos",5.05,NA,1,NA,NA,NA,43.52,56.48,4.63,NA
280730,"Telha","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280740,"Tobias Barreto","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28074040] PREFEITURA MUNICIPAL DE TOBIAS BARRETO - PMTB","Água; Res Sólidos",4.24,24473.29,5.14,22.57,NA,103.67,67.12,32.88,2.05,NA
290010,"Abaíra","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290020,"Abaré","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29002040] SECRETARIA DE OBRAS E SERVIÇO PÚBLICO - SECSP","Água e Esgoto; Res Sólidos",3.57,15840,2.22,0,NA,56.59,100,0,NA,NA
290035,"Adustina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290040,"Água Fria","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290050,"Érico Cardoso","BA",2015,"[29005011] Serviço Autônomo de Água e Esgoto - SAAE; [29005040] Prefeitura Municipal de Érico Cardoso - PM","Água; Res Sólidos",8.48,50000,5.65,100,NA,423.93,0,100,22.22,NA
290100,"Amargosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29010040] PREFEITURA MUNICIPAL DE AMARGOSA - BA","Água e Esgoto; Res Sólidos",4.89,16711.84,4.23,0,NA,81.74,100,0,2.24,NA
290115,"América Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29011540] PREFEITURA MUNICIPAL DE AMERICA DOURADA - PMAD","Água; Res Sólidos",NA,NA,3.05,87.96,NA,39.79,NA,NA,NA,NA
290120,"Anagé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29012040] Prefeitura Municipal de Anagé - PMA","Água; Res Sólidos",NA,NA,0.88,0,NA,141.83,NA,NA,NA,NA
290130,"Andaraí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29013040] Prefeitura Municipal de Andaraí - PMA","Água; Res Sólidos",NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA
290135,"Andorinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29013540] Prefeitura Municipal de Andorinha - PMA","Água; Res Sólidos",7.38,17584.19,2.36,37.8,NA,129.74,61.7,38.3,4.26,NA
290150,"Anguera","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290160,"Antas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290170,"Antônio Cardoso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290180,"Antônio Gonçalves","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290200,"Aracatu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290210,"Araci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29021040] Prefeitura Municipal de Araci - PMA","Água e Esgoto; Res Sólidos",4.71,NA,1.73,NA,NA,NA,2.97,97.03,0,NA
290260,"Baixa Grande","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29026040] PREFEITURA MUNICIPAL DE BAIXA GRANDE - PMBG","Água; Res Sólidos",4.99,27613.64,3.26,100,NA,137.9,0,100,4.55,NA
290265,"Banzaê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29026540] PREFEITURA MUNICIPAL DE BANZAÊ - PMB","Água; Res Sólidos",5.97,18229.61,2.21,100,NA,108.81,0,100,3.57,NA
290270,"Barra","BA",2015,"[29027040] PREFEITURA MUNICIPAL DA BARRA - PMB","Res Sólidos",NA,NA,3.34,100,NA,117.41,NA,NA,NA,NA
290280,"Barra da Estiva","BA",2015,"[29028011] Prefeitura Municipal de Barra da Estiva - PMBE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29028040] PREFEITURA MUNICIPAL DE BARRA DA ESTIVA - BE","Água e Esgoto; Água; Res Sólidos",8.55,8785.11,9.07,0,NA,75.09,100,0,2.13,NA
290290,"Barra do Choça","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290300,"Barra do Mendes","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29030040] PREFEITURA MUNICIPAL DE BARRA DO MENDES - PMBM","Água; Res Sólidos",NA,NA,2.84,0,NA,114.6,NA,NA,NA,NA
290323,"Barro Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290327,"Barrocas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290350,"Belo Campo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290360,"Biritinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290370,"Boa Nova","BA",2015,"[29037011] Prefeitura Municipal de Boa Nova - PMBN; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290380,"Boa Vista do Tupim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290390,"Bom Jesus da Lapa","BA",2015,"[29039011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290395,"Bom Jesus da Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29039540] PREFEITURA MUNICIPAL DE BOM JESUS DA SERRA - BA","Água; Res Sólidos",NA,NA,2.76,100,NA,204.34,NA,NA,NA,NA
290400,"Boninal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290405,"Bonito","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290410,"Boquira","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290420,"Botuporã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290430,"Brejões","BA",2015,"[29043011] Prefeitura Municipal de Brejões - PMB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290440,"Brejolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290450,"Brotas de Macaúbas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290460,"Brumado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29046040] Prefeitura Municipal de Brumado - PMBRUMADO","Água e Esgoto; Res Sólidos",3.04,24977.69,4.29,100,NA,75.89,0,100,4.76,NA
290475,"Buritirama","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290480,"Caatiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
