"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
261090,"Pesqueira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP","Água; Res Sólidos",4046,15,NA,NA,1.26,10.59,NA,92.83,92.83,NA,259.17,4.31,92.83
261100,"Petrolândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP","Água; Res Sólidos",3547,16,NA,NA,0,0,NA,100,100,NA,NA,0,100
261110,"Petrolina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",10343,15.37,NA,NA,0,2.89,45.15,100,100,29.44,65.75,0,100
261120,"Poção","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261153,"Quixaba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",206,34.8,NA,NA,0,0,NA,110,110,NA,75.19,0,110
261170,"Riacho das Almas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.25,NA,64.74,64.74,NA,111.11,2.23,64.74
261200,"Sairé","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,17.27,NA,79.17,76.39,NA,212.45,0,79.17
261210,"Salgadinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,9,NA,83.33,83.33,NA,269.3,0,83.33
261220,"Salgueiro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS","Água e Esgoto; Res Sólidos",723,21.2,NA,NA,4.58,3.49,30.53,90.97,90.97,5.8,93.76,3.82,90.97
261230,"Saloá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26123040] Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente - PMS","Água; Res Sólidos",NA,NA,NA,NA,0,41.03,NA,97.5,97.5,NA,82.33,0.85,97.5
261240,"Sanharó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,2.91,2.59,NA,91.96,91.96,NA,186.02,1.94,91.96
261245,"Santa Cruz","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",132,42.94,NA,NA,0,27.05,NA,101.67,101.67,NA,139.8,0,101.67
261247,"Santa Cruz da Baixa Verde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261250,"Santa Cruz do Capibaribe","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,1.76,NA,100.51,100.51,NA,705.18,1.51,100.51
261255,"Santa Filomena","PE",2015,"[26125511] Prefeitura Municipal de Santa Filomena - PMSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PGCM","Esgoto; Água; Res Sólidos",173,43,NA,NA,0,23.58,NA,102.5,102.5,NA,NA,0,102.5
261260,"Santa Maria da Boa Vista","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,12.83,9.44,NA,90.57,90.57,NA,115.44,10.65,90.57
261270,"Santa Maria do Cambucá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS","Água; Res Sólidos",NA,NA,NA,NA,15,4,NA,83.33,83.33,NA,117.57,18.5,83.33
261280,"Santa Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,120.83,120.83,NA,144.16,0,120.83
261300,"São Bento do Una","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1007,13.43,NA,NA,4.99,3.95,NA,78.59,78.59,NA,237.11,3.95,78.59
261310,"São Caitano","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC","Água; Res Sólidos",NA,NA,NA,NA,3.04,9.98,NA,89.34,89.34,NA,361.38,0.43,89.34
261320,"São João","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",3488,8,NA,NA,0.3,0.6,NA,98.51,98.51,NA,213,2.42,98.51
261330,"São Joaquim do Monte","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM","Água; Res Sólidos",NA,NA,NA,NA,0,18.84,NA,75,75.21,NA,137.37,1.11,75
261350,"São José do Belmonte","PE",2015,"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",4234,30,NA,NA,0,0.31,NA,100,100,0,40.63,0,100
261360,"São José do Egito","PE",2015,"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE","Esgoto; Água; Res Sólidos",2745,23.67,NA,NA,0,0,24,87.6,87.6,24,26.92,0.22,87.6
261390,"Serra Talhada","PE",2015,"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",1631,28.6,NA,NA,0.1,0.31,NA,100.1,100,NA,NA,0,100
261400,"Serrita","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas","Água; Res Sólidos",336,26.37,NA,NA,0,2.14,NA,97.22,97.22,NA,39.61,0,97.22
261410,"Sertânia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",613,44.2,NA,NA,0,0,NA,100,100,NA,229.12,1.96,100
261430,"Moreilândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",295,14.2,NA,NA,0,0,NA,98.33,99.17,NA,0.38,0,98.33
261440,"Solidão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26144040] secretaria de obras e saneamento - so","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,104.17,104.17,NA,970.24,0,104.17
261450,"Surubim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.15,NA,92.22,92.22,NA,596.48,1.66,92.22
261460,"Tabira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1890,37.25,NA,NA,0,0,NA,102.12,102.12,NA,223.44,0,102.12
261470,"Tacaimbó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT","Água; Res Sólidos",NA,NA,NA,NA,8.62,3.45,NA,96.67,96.67,NA,156.95,2.87,96.67
261480,"Tacaratu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,88.24,88.24,NA,157.36,0,88.24
261500,"Taquaritinga do Norte","PE",2015,"[26150011] Prefeitura Municipal de Taquaritinga do Norte - PMTN; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26150040] Secretaria de Obras e Urbanismo - SEURB","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,36.67,36.67,NA,NA,0,36.67
261510,"Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1042,42,NA,NA,0,2.5,NA,100,100,NA,155.4,1.67,100
261520,"Terra Nova","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",153,25.18,NA,NA,0,1.32,NA,126.67,126.67,NA,19.24,0,126.67
261540,"Toritama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.82,NA,88.04,87.86,NA,551.5,6.79,88.04
261560,"Trindade","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",495,35.87,NA,NA,3.04,51.84,NA,100.16,100.16,NA,792.88,1.12,100.16
261570,"Triunfo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26157040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,10.6,0,100
261580,"Tupanatinga","PE",2015,"[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,0,0,NA,100,100,NA,NA,0,100
261590,"Tuparetama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1455,63,NA,NA,0,2.46,NA,90.79,89.04,NA,216.94,0,89.04
261600,"Venturosa","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA
261610,"Verdejante","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",393,10.75,NA,NA,1.1,0.44,NA,94.37,94.37,NA,505.72,1.55,94.37
261618,"Vertente do Lério","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,50,50,NA,394.84,0,50
261620,"Vertentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,75.98,75.98,NA,627.43,2.9,75.98
270010,"Água Branca","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27001040] Prefeitura Municipal de Água Branca - PMAB","Água; Res Sólidos",26,6.21,64,6.25,5.24,5.71,NA,159.09,159.09,NA,4,10,159.09
270030,"Arapiraca","AL",2015,"[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL","Esgoto; Água",377,7.57,1068,7.6,1.74,0.41,0.9,64.04,64.04,1.82,0.67,1.02,64.04
270070,"Batalha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água e Esgoto; Res Sólidos",1675,17.27,199,8,4.3,1.17,NA,88.89,88.89,NA,26,4.69,88.89
270090,"Belo Monte","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",581,12,291,6,15.33,0.73,NA,114.17,114.17,NA,26,17.52,114.17
270120,"Cacimbinhas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27012040] Prefeitura Municipal de Cacimbinhas - PMC","Água; Res Sólidos",212,15.5,38,37.56,26.47,4.41,NA,56.67,56.67,NA,26,13.24,56.67
270160,"Canapi","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",23,6.5,25,6.3,0,0,NA,21.97,21.97,NA,4,0,21.97
270180,"Carneiros","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",441,15,85,20.75,15.49,5.63,NA,59.17,59.17,NA,26,2.82,59.17
270200,"Coité do Nóia","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",141,12.33,84,12,0,0,NA,12.5,12.5,NA,0.37,0,12.5
270235,"Craíbas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",36,10.18,75,7.6,0,0,NA,44.79,44.79,NA,0.31,1.16,44.79
270240,"Delmiro Gouveia","AL",2015,"[27024011] Prefeitura Municipal de Delmiro Gouveia - PMDG; [27043000] Companhia de Saneamento de Alagoas - CASAL; [27024040] prefeitura municipal de Delmiro Gouveia - pmdg","Esgoto; Água; Res Sólidos",101,6.18,191,6,4.26,10.97,NA,103.91,103.91,NA,4.95,9,103.91
270250,"Dois Riachos","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27025040] Prefeitura Municipal de Dois Riachos - PMDR","Água; Res Sólidos",418,11.87,138,20.44,25.68,2.7,NA,61.67,61.67,NA,26,4.05,61.67
270255,"Estrela de Alagoas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",1746,227.44,1746,9,23.08,34.62,NA,21.67,21.67,NA,0.19,15.38,21.67
270290,"Girau do Ponciano","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",53,13.68,99,7.42,16.92,0,NA,21.67,21.67,NA,2.86,4.62,21.67
270310,"Igaci","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",31,11.36,77,7.45,0,0,NA,54.55,54.55,NA,0.31,0,54.55
270330,"Inhapi","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27033040] PREFEITURA MUNICIPAL DE INHAPI - PMI","Água; Res Sólidos",23,6.5,63,6.25,0,4.44,NA,26.79,26.79,NA,4,17.78,26.79
270340,"Jacaré dos Homens","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",1420,7,1420,7,11.7,2.66,NA,156.67,156.67,NA,26,1.06,156.67
270370,"Jaramataia","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",304,16.62,53,53.41,8.89,0,NA,37.5,37.5,NA,26,28.89,37.5
270410,"Lagoa da Canoa","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27041040] Prefeitura Municipal de Lagoa da    Canoa - PMLC","Água; Res Sólidos",36,12.91,65,7.2,17.86,1.79,NA,27.45,27.45,NA,0.32,7.14,27.45
270440,"Major Isidoro","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27044040] PREFEITURA MUNICIPAL DE MAJOR IZIDORO - PMMI","Água; Res Sólidos",487,14,97,13.07,5.23,3.49,NA,89.58,89.58,NA,26,1.74,89.58
270460,"Maravilha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27046040] SECRETARIA MUNICIPAL DE OBRAS. URBANISMO E LIMPEZA URBANA - SMOULU","Água; Res Sólidos",700,14,1031,192,5.71,7.14,NA,58.33,58.33,NA,26,2.86,58.33
270500,"Mata Grande","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",22,6.2,35,6.06,10,2.22,NA,68.18,68.18,NA,4,4.44,68.18
270530,"Minador do Negrão","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",484,163.67,484,8,NA,NA,NA,0,0,NA,0.17,NA,0
270540,"Monteirópolis","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",722,16,794,14,7.32,2.44,NA,102.5,102.5,NA,26,4.88,102.5
270570,"Olho D ÁGUA das Flores","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",2810,14,366,7,7.24,1.38,NA,89.51,89.51,NA,26,1.72,89.51
270580,"Olho D ÁGUA do Casado","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",26,6.8,41,7,10.07,6.47,NA,115.83,115.83,NA,4.5,10.07,115.83
270600,"Olivença","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",739,15,416,19,1.09,2.17,NA,76.67,76.67,NA,26,5.43,76.67
270610,"Ouro Branco","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27061040] SECRETARIA DE OBRAS - SMOV","Água; Res Sólidos",535,17,730,240,50,0,NA,13.33,13.33,NA,26,12.5,13.33
270620,"Palestina","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27062040] Prefeitura Municipal de Palestina - PMP","Água; Res Sólidos",658,15.45,549,23,3.48,3.48,NA,95.83,95.83,NA,26,5.22,95.83
270630,"Palmeira dos Índios","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27063040] SECRETARIA MUNICIPAL DE URBANIZAÇÃO - SEMUR","Água e Esgoto; Res Sólidos",19039,17.6,19039,7.17,8,24.71,18,63.24,63.24,8.55,0.24,7.76,63.24
270640,"Pão de Açúcar","AL",2015,"[27064011] Serviço Autônomo de Água e Esgoto - SAAE; [27043000] Companhia de Saneamento de Alagoas - CASAL","Água; Água",62,15,68,24,0,NA,NA,NA,NA,NA,1.14,0,NA
270642,"Pariconha","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27064240] Prefeitura Municipal de Pariconha - PMP","Água; Res Sólidos",29,7.05,51,6.32,4.08,3.06,NA,81.67,81.67,NA,4.16,8.16,81.67
270710,"Piranhas","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água e Esgoto",199,6.62,477,7.2,5.24,2.1,6,137.07,137.07,12.52,4.03,9.22,137.07
270720,"Poço das Trincheiras","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",491,17,557,135.64,7.45,4.26,NA,78.33,78.33,NA,26,1.06,78.33
270760,"Quebrangulo","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água e Esgoto",2603,6.2,2603,6,5.43,1.09,3,58.97,58.97,0.58,0.19,0,58.97
270800,"Santana do Ipanema","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27080040] Secretaria Municipal de Obras - SMO","Água e Esgoto; Res Sólidos",4414,12,946,12,2.05,5.38,NA,75.58,75.58,NA,26,0.51,75.58
270840,"São José da Tapera","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",1813,15,392,7,7.75,3.49,NA,97.73,97.73,NA,26,12.02,97.73
270895,"Senador Rui Palmeira","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27089540] Prefeitura Municipal de Senador Rui Palmeira - PMSRP","Água; Res Sólidos",251,13,93,17.91,2.99,8.96,NA,55.83,55.83,NA,26,2.99,55.83
270920,"Traipu","AL",2015,"[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos",54,7.6,75,6.94,6.76,0,NA,36.27,36.27,NA,0.4,0,36.27
280010,"Amparo de São Francisco","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,8.96,20,NA,279.17,279.17,NA,NA,6.27,279.17
280020,"Aquidabã","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,2.77,8.73,NA,150.42,150.42,NA,NA,1.8,150.42
280110,"Canhoba","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,12.6,6.56,NA,317.5,317.5,NA,NA,9.45,317.5
280120,"Canindé de São Francisco","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,2.12,0.53,NA,134.52,134.52,NA,NA,0.88,134.52
280140,"Carira","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,2.19,2.41,NA,97.65,97.65,NA,NA,1.75,97.65
280160,"Cedro de São João","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,29.27,7.59,NA,236.54,236.54,NA,NA,29.81,236.54
280190,"Cumbe","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,6.27,18.82,NA,212.5,212.5,NA,NA,3.92,212.5
280220,"Feira Nova","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,2.61,3.24,NA,196.79,237.18,NA,NA,1.35,237.18
280230,"Frei Paulo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28023040] Prefeitura Municipal de Frei Paulo - PMFP","Água; Res Sólidos",NA,NA,NA,NA,2.14,6.95,NA,100.54,100.54,NA,NA,1.6,100.54
280240,"Gararu","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28024040] Prefeitura Municipal de Gararu - PMG","Água; Res Sólidos",NA,NA,NA,NA,20.31,5.08,NA,257.94,257.94,NA,NA,17.85,257.94
280260,"Gracho Cardoso","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28026040] Prefeitura Municipal de Gracho Cardoso - PMGC","Água; Res Sólidos",NA,NA,NA,NA,0.35,5.24,NA,170.24,170.24,NA,NA,0.35,170.24
280310,"Itabi","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,3.01,10.37,NA,177.98,177.98,NA,NA,1.34,177.98
280370,"Macambira","SE",2015,"[28037011] Prefeitura Municipal de Macambira - PMM; [28003000] Companhia de Saneamento de Sergipe - DESO","Esgoto; Água",NA,NA,NA,NA,16.22,34.53,NA,231.25,231.25,0,NA,3,231.25
280420,"Monte Alegre de Sergipe","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28042040] Prefeitura Municipal de Monte Alegre de Sergipe - PMMAS","Água; Res Sólidos",NA,NA,NA,NA,1.58,12.06,NA,145.4,145.4,NA,NA,1.19,145.4
280445,"Nossa Senhora Aparecida","SE",2015,"[28044511] Prefeitura Municipal de Nossa Senhora Aparecida - PMNSA; [28003000] Companhia de Saneamento de Sergipe - DESO; [28044540] Prefeitura Municipal de Nossa Senhora Aparecida - PMNSA","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,9.11,2.96,NA,159.06,159.06,0,NA,5.47,159.06
280450,"Nossa Senhora da Glória","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,9.09,2.38,NA,116.83,116.83,NA,NA,6.15,116.83
280460,"Nossa Senhora das Dores","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28046040] Prefeitura Municipal de Nossa Senhora Das Dores - PMNSD","Água; Res Sólidos",NA,NA,NA,NA,4.64,3.68,NA,124.01,124.01,NA,NA,3.04,124.01
280470,"Nossa Senhora de Lourdes","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,7.72,5.88,NA,161.9,161.9,NA,NA,8.09,161.9
280500,"Pedra Mole","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,4.53,3.88,NA,257.5,257.5,NA,NA,2.59,257.5
280520,"Pinhão","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,8.47,3.7,NA,143.18,143.18,NA,NA,5.82,143.18
280540,"Poço Redondo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28054040] PREFEITURA MUNICIPAL DE POÇO REDONDO - PMPRE","Água; Res Sólidos",NA,NA,NA,NA,6.26,4.35,NA,129.5,129.5,NA,NA,4.7,129.5
280550,"Poço Verde","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28055040] PREFEITURAS MUNICIPAL DE POÇO VERDE - PMPV","Água; Res Sólidos",NA,NA,NA,NA,8.16,1.11,NA,112.29,112.29,NA,NA,7.24,112.29
280560,"Porto da Folha","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,4.83,3.72,NA,99.63,99.63,NA,NA,2.97,99.63
280570,"Propriá","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,3.95,2.19,NA,129.55,129.55,NA,NA,3.65,129.55
280600,"Ribeirópolis","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,2.8,0.23,NA,108.33,108.33,NA,NA,1.4,108.33
280700,"São Miguel do Aleixo","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,16.73,6.46,NA,219.17,219.17,NA,NA,11.03,219.17
280710,"Simão Dias","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28071040] Secretaria Municipal de Obras. Transporte e Serviços Públicos - SMOTSP","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,47.22,12.75,NA,115.91,115.91,NA,NA,25.49,115.91
280730,"Telha","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO","Água",NA,NA,NA,NA,7.75,3.88,NA,215,215,NA,NA,7.36,215
280740,"Tobias Barreto","SE",2015,"[28003000] Companhia de Saneamento de Sergipe - DESO; [28074040] PREFEITURA MUNICIPAL DE TOBIAS BARRETO - PMTB","Água; Res Sólidos",NA,NA,NA,NA,33.22,34.11,NA,149.5,149.5,NA,NA,18.17,149.5
290010,"Abaíra","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290020,"Abaré","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29002040] SECRETARIA DE OBRAS E SERVIÇO PÚBLICO - SECSP","Água e Esgoto; Res Sólidos",2217,15.67,1995,7,0.03,0.05,9.73,101.31,107.44,4.52,3,0,127.27
290035,"Adustina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0.13,0,NA,178.47,23.9,NA,3,0.84,100
290040,"Água Fria","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0.2,0.2,NA,219.52,219.52,NA,3,1.03,106.36
290050,"Érico Cardoso","BA",2015,"[29005011] Serviço Autônomo de Água e Esgoto - SAAE; [29005040] Prefeitura Municipal de Érico Cardoso - PM","Água; Res Sólidos",NA,26,NA,1,30,66.67,NA,142.86,100,NA,NA,50,100
290100,"Amargosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29010040] PREFEITURA MUNICIPAL DE AMARGOSA - BA","Água e Esgoto; Res Sólidos",3220,8.64,NA,NA,0.14,2.03,NA,77.83,117.64,0,3,1.51,100.15
290115,"América Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29011540] PREFEITURA MUNICIPAL DE AMERICA DOURADA - PMAD","Água; Res Sólidos",40,8,304,8,0,0.28,NA,100.76,100.76,NA,3,3.6,135.78
290120,"Anagé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29012040] Prefeitura Municipal de Anagé - PMA","Água; Res Sólidos",2234,36,NA,NA,0,0,NA,72.32,7.22,NA,3,2.01,141.48
