"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
251660,"Tavares","PB",2015,"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU","Esgoto; Água; Res Sólidos",6.44,7954.55,19.44,0,NA,51.21,100,0,0,NA,12.98,103.17,45.52,49.96,11.63,8.88,44.12,48.43,25.27,1.36,8.61,86.94,0,13.06,2.68,2.32,25,0.38,87.15,392.35
251670,"Teixeira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu","Água; Res Sólidos",4.91,NA,0.83,NA,NA,NA,40,60,NA,NA,30.91,118,56.62,62.63,16.38,12.51,47.98,53.07,14.5,1.72,10.6,82.32,NA,17.68,1.37,1.37,213,0.47,62.43,660.31
251675,"Tenório","PB",2015,"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT","Água e Esgoto; Res Sólidos",4.47,37500,16.67,0,NA,167.5,100,0,NA,NA,NA,NA,NA,NA,NA,NA,19.34,61.72,38.28,0,0,NA,NA,NA,2.12,2.11,NA,NA,0,148.21
251680,"Triunfo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",3.85,17647.06,16.67,0,NA,67.95,100,0,NA,NA,-937.32,NA,NA,NA,NA,NA,97.55,98.37,1.63,0,0,0,NA,100,4.47,4.47,46974,0.41,4,221.64
251690,"Uiraúna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU","Água; Res Sólidos",1.39,42886.19,2.4,96.03,NA,59.53,6.67,93.33,13.33,NA,9.16,84.92,39.77,43.37,9.65,7.37,46.83,51.07,22.61,1.17,8.68,87.7,NA,12.3,4.86,4.86,31,0.37,109.49,188.54
251700,"Umbuzeiro","PB",2015,"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU","Esgoto; Água; Res Sólidos",2.83,21060,1.49,0,NA,59.62,100,0,0,NA,18.97,467.27,390.47,396.71,9.72,14.91,83.56,84.9,7.37,1.53,3.19,88.34,0,11.66,21.86,11.02,233,0.54,19.23,89.32
251710,"Várzea","PB",2015,"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV","Esgoto; Água; Res Sólidos",NA,NA,1.75,40.23,NA,129.67,NA,NA,NA,NA,10.57,229.23,140.21,144.33,11.21,17.12,61.17,62.96,21.84,0.65,7.47,87.56,0,12.44,8.43,5.69,41,0.28,42.47,170.78
251720,"Vieirópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP","Água; Res Sólidos",14.35,13333.33,13.33,0,NA,191.39,100,0,0,NA,28.84,38.38,0,4.33,9.23,0,0,11.28,53.69,0.18,0,88.26,NA,11.74,NA,NA,232,0.36,169.18,NA
251740,"Zabelê","PB",2015,"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ","Água; Res Sólidos",5.11,NA,1.82,NA,NA,NA,25,75,NA,NA,NA,NA,NA,NA,NA,NA,68.57,85.24,8.23,6.53,0,NA,NA,NA,2.35,2.35,NA,0.06,0,341.85
260010,"Afogados da Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI","Água; Res Sólidos",1.81,20517.31,3.3,3.93,NA,37.22,51.92,48.08,11.54,NA,6.35,122.18,51.5,85.76,8.62,8.19,42.15,70.19,9.11,6.09,6.7,95.63,NA,4.37,2.45,2.45,27,0.33,74.87,244.98
260020,"Afrânio","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28,79.19,21.09,45.78,8.62,19.23,26.64,57.82,3.91,1.77,24.28,95.54,NA,4.46,1.74,1.74,88,0.56,92.69,264.82
260030,"Agrestina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,164.98,79.47,126.06,8.63,5.12,48.17,76.41,0.21,14.41,3.1,95.41,NA,4.59,3.8,3.8,22,0.49,58.49,165.69
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",NA,NA,1.5,3.01,5.55,41.62,NA,NA,NA,2.31,5.77,109.26,45.45,78.69,8.54,19.12,41.6,72.02,0.32,1.39,17.5,96.36,NA,3.64,1.28,1.28,118,0.21,69.91,452.86
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos",7.66,3195.48,NA,4.06,NA,24.47,83.87,16.13,6.45,NA,-68.69,8484.26,695.87,7618.94,12.23,671.51,8.2,89.8,1.27,0,7.91,67.33,NA,32.67,1.82,1.82,7352,2.32,2.95,50.29
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,55.23,20.61,27.95,8.57,0.64,37.32,50.61,25.53,5.29,1.16,96.13,NA,3.87,0.84,0.84,28,0.3,152.61,875.01
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos",6.93,24104.89,19.1,0,NA,167.06,100,0,0,NA,4.25,45.14,8.82,17.66,8.58,7.19,19.54,39.12,19.7,3.99,15.93,96.02,NA,3.98,0.88,0.88,29,0.95,185.65,570.14
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos",2.53,32541.14,3.03,100,0,82.25,12.6,87.4,7.87,0,14.91,118.63,39.81,57.54,8.22,37.46,33.56,48.5,10.94,1.2,31.58,88.76,5.67,5.57,2.37,1.38,103,NA,71.03,502.16
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,135.5,38.96,71.5,9.56,20.95,28.75,52.77,22.94,0.78,15.46,83.81,2.29,13.9,2.06,1.95,98,1.52,69.95,279.24
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,33.8,13.87,17.44,9.23,5.62,41.03,51.59,0,1.6,16.63,89.25,NA,10.75,1.01,1.01,93,NA,242.1,785.74
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos",2.06,35520,5.55,67.57,NA,73.18,64,36,0.8,NA,7.94,111.13,38.18,55.93,8.72,11.12,34.35,50.33,24.05,7.15,10.01,94.87,0,5.13,2.03,1.52,110,NA,80.96,448.86
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,68.32,28.77,54.21,8.64,1.29,42.11,79.34,3.73,0.91,1.89,95.26,0,4.74,3.58,1.91,70,0.11,114.81,277.18
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.61,95.81,41.85,53.33,8.85,5.91,43.68,55.66,23.35,4.47,6.16,93,NA,7,1.59,1.59,69,0.29,91.83,493.48
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos",7.71,17318.55,9.81,0.43,NA,133.59,100,0,13.33,NA,14.41,112.8,37.74,50.67,8.72,18.18,33.46,44.92,27.77,2.57,16.12,94.44,0,5.56,3.77,1.42,100,NA,74.58,522.76
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,70.87,24.08,36.4,8.65,0.7,33.97,51.35,31.57,2.4,0.99,95.15,NA,4.85,1.11,1.11,30,0.3,127.88,594.59
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,126.81,45.19,52.69,8.6,15.5,35.64,41.55,27.22,11.41,12.23,95.77,NA,4.23,1.32,1.32,135,0.45,70.83,650.35
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,114.17,73.52,83.02,8.74,1.77,64.4,72.71,12.85,4.14,1.55,94.26,NA,5.74,3.47,3.47,47,0.32,86.34,255.51
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",8.96,18096.77,2.14,100,10.7,162.19,0,100,3.23,17.35,-78.36,760.37,311.7,580.33,8.53,44.72,40.99,76.32,16.29,0.24,5.88,96.5,NA,3.5,1.29,1.29,201,4.5,24.04,415.72
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.61,102.47,46.84,66.23,8.85,21.39,45.7,64.63,3.13,1.56,20.88,93.04,0,6.96,2.74,1.58,208,0.26,74.63,447.37
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.91,137.07,71.35,93.37,9.21,3.57,52.06,68.12,20.64,1.1,2.6,89.37,NA,10.63,2.55,2.55,101,0.38,64.31,299.9
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",7.04,21685.73,5.29,0.57,NA,152.57,100,0,NA,NA,4.33,183.22,46.13,59.4,10.1,2.03,25.18,32.42,57,3.85,1.11,92.42,0,7.58,2.27,1.35,70,NA,53.22,573.54
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71,16.93,6.63,7.17,8.59,0,39.16,42.37,0.87,0,0,95.87,NA,4.13,1.08,1.08,34,0.76,360.94,858.49
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",6.28,20666.09,3.44,1.77,0.05,129.75,100,0,4,0.06,-46.98,368.39,116.78,320.72,9.5,27.81,31.7,87.06,1.36,1.29,7.55,86.7,NA,13.3,0.78,0.78,1041,2.16,44.86,467.3
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",2.62,18240,0.91,13.16,NA,47.82,100,0,10,NA,7.1,168.61,99.08,135.83,8.62,16.2,58.76,80.56,0.15,3.81,9.61,95.52,NA,4.48,2.45,2.45,138,0.06,54.88,297.38
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,131.54,100.88,110.97,8.57,1.61,76.69,84.36,7.14,0,1.23,96.14,NA,3.86,4.92,4.92,88,0.5,67.38,184.78
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",6.85,21801.37,9.02,87.33,NA,149.4,17.14,82.86,1.9,NA,8.68,60.05,21.37,28.81,8.6,9.03,35.58,47.97,18.55,2.42,15.04,95.69,NA,4.31,0.99,0.99,76,0.3,138.98,752.99
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",NA,NA,1.17,0,NA,45.49,NA,NA,NA,NA,6.79,35.11,17.3,20.39,8.58,2.19,49.28,58.08,5.16,2.91,6.23,95.95,NA,4.05,0.71,0.71,30,0.4,222.31,1191.97
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.69,602.92,117.31,364.16,9.71,15.65,19.46,60.4,35.26,0,2.6,84.79,NA,15.21,1.41,1.41,422,1.86,20.73,228.39
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,111.6,26.1,47.24,8.5,5.26,23.38,42.33,43.18,1.24,4.71,96.86,NA,3.14,10.59,10.59,24,0.52,81.26,52.18
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",7.08,10061.33,0.54,0,NA,71.19,100,0,26.67,NA,NA,NA,NA,NA,NA,NA,33.33,33.33,63.89,0,2.78,NA,NA,NA,0.83,0.42,NA,NA,0,2400
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",2.24,21616.81,1.49,0,1.61,48.4,8.7,91.3,5.07,0.78,5.67,73.24,13.25,24.57,8.63,1.35,18.09,33.54,48.03,3.4,1.84,73.27,22.17,4.57,1.23,0.85,87,0.29,120.73,636.61
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",9.66,21837.57,1.29,0.54,NA,210.93,100,0,11.76,NA,13.71,30.68,19.46,20.49,8.6,0.6,63.43,66.8,0,0,1.95,95.8,NA,4.2,7.17,7.17,143,NA,229.36,132.4
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",7.89,14990.94,6.51,46.42,NA,118.21,50.94,49.06,7.55,NA,5,61.92,22.79,29.79,8.46,3.13,36.8,48.11,31.26,0.27,5.05,97.33,0,2.67,1.26,0.77,35,0.38,138.69,990.57
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",3.04,NA,5.7,NA,NA,NA,6.82,93.18,6.82,NA,7.3,53.8,24.62,29.18,8.68,3.43,45.77,54.24,18.49,2.74,6.37,94.88,NA,5.12,1.05,1.05,67,0.48,156.38,806.96
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,59.32,38.37,42.19,8.5,0.95,64.68,71.12,9.43,1.76,1.6,96.91,NA,3.09,2.03,2.03,34,0.25,149.2,447.71
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63,183.91,44.66,75.62,8.46,12.71,24.29,41.12,43.93,2.88,6.91,97.34,NA,2.66,3.62,3.62,361,0.33,44.52,162.94
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,49.81,21.47,31.7,8.53,2.65,43.11,63.65,9.81,2,5.32,96.55,NA,3.45,1.31,1.31,21,0.25,172.84,515.59
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",0.65,22720,1.36,7.04,NA,14.68,100,0,6.67,NA,22.26,49.32,16.22,37.3,8.73,2.28,32.88,75.63,0,0,4.61,94.35,NA,5.65,0.53,0.53,148,0,141.94,821.17
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",NA,NA,1.66,0.43,NA,46.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,38.25,5.45,22.7,8.42,4.36,14.24,59.33,4.61,0,11.39,66.15,31.68,2.17,0.6,0.36,63,0.41,172.06,666.39
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.53,49.63,8.91,22.9,8.62,13.93,17.96,46.13,6.38,0,28.06,95.47,NA,4.53,0.39,0.39,124,4.45,151.86,991.47
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,72.23,23.64,29.23,8.58,3.03,32.73,40.47,41.99,0,4.2,95.96,NA,4.04,0.72,0.72,30,0.17,117.51,1130.28
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",2.86,29619.32,3.93,72.79,NA,84.65,30.65,69.35,12.9,NA,4.63,74.38,18.87,31.8,8.66,2.57,25.37,42.75,39.68,0.99,3.46,95.08,NA,4.92,1.16,1.16,38,0.09,120.79,509.62
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.36,45.08,24.26,24.35,8.76,10.78,53.81,54.02,0,0,23.92,94.02,NA,5.98,0.8,0.8,160,NA,161.28,1243.09
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,53.51,21.54,30.03,8.6,3.61,40.26,56.12,7.04,12.04,6.75,90.12,5.67,4.21,1.31,1.19,31,0.04,160.8,601.59
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.53,44.08,18.26,22.34,8.69,10.71,41.42,50.68,2.43,0.59,24.29,94.78,0,5.22,2.01,1.08,90,NA,144.9,759.53
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,69.59,19.36,28.5,8.65,4.4,27.82,40.95,34.86,3.92,6.33,94.36,0.79,4.86,1.41,1.39,44,0.35,130.82,487.59
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",2.21,NA,1.21,NA,NA,NA,100,0,2.86,NA,9.73,51.07,9.23,28.6,8.63,4.58,18.07,56,15.22,0.97,8.96,95.45,NA,4.55,0.47,0.47,71,0.03,158.42,691.06
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",3.11,17040,1.42,7.04,NA,52.92,100,0,10,NA,1.32,81,33.83,52.82,8.62,5.86,41.77,65.21,15.55,0,7.24,95.56,NA,4.44,1.11,1.11,30,0.4,115.23,574.8
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",3.65,28852.17,8,76.13,38.28,105.4,43.48,56.52,8.7,40.34,3.24,133.11,58.32,86.01,8.54,6.59,43.81,64.61,22.29,0.98,4.95,96.37,0,3.63,2.46,2.33,47,0.33,70.88,291.47
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.03,26.03,45.09,0,28.88,NA,NA,NA,1.23,0.96,NA,NA,0,1039
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,126.65,91.79,106.12,8.51,9.84,72.48,83.78,0.43,0,7.77,96.79,NA,3.21,4.42,4.42,46,0.81,73.59,195.78
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.92,65.14,19.14,35.38,8.46,16.21,29.38,54.31,4.67,1.44,24.89,79.97,17.31,2.72,0.55,0.37,129,0.44,111.84,1452.95
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85,82.75,42.79,50.23,8.95,5.38,51.7,60.69,19.75,0.9,6.5,92.01,NA,7.99,4.23,4.23,132,0.31,109.21,201.35
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",1.54,22720,1.36,7.04,NA,34.97,100,0,6.67,NA,5.83,31.02,4.18,12.33,8.68,8.16,13.49,39.74,0.86,1.86,26.29,94.84,NA,5.16,0.2,0.2,133,0.05,250.06,1738.08
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",2.51,65450.89,4.95,100,NA,164.31,0,100,0,NA,-52.54,3750.3,1576.87,3358.99,6.41,202.95,42.05,89.57,4.87,0,5.41,91.33,NA,8.67,0.76,0.76,2147,4.59,4.45,613.76
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,31915.5,24917.85,24917.85,8.91,6294.53,78.07,78.07,2.18,0,19.72,53.53,NA,46.47,2.44,2.44,31068,3.58,0.6,409
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",3.93,38969.92,3.54,100,NA,153.33,0,100,12,NA,6.28,43.79,16.01,26.66,8.95,4.6,36.55,60.88,0,5.57,10.49,92,NA,8,1.34,1.34,43,NA,193.15,447.7
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34,26.3,9.94,10.82,8.53,0,37.79,41.15,10.92,11.54,0,96.52,NA,3.48,0.25,0.25,58,0.24,278.59,3714.92
